Setup title,"N-18 Id-Vg (fast)"
Classic test name,"I/V Sweep"
Test date,3/21/2017
Test time,15:28:48
Device ID,
Vgate,Idrain,Isubs,Vsource,Vdrain,Vsubs,V4
0.81,2.3332E-05,1.9816E-07,0,1.8,-0.4,
0.828,2.5406E-05,-2.0504E-07,0,1.8,-0.4,
0.846,2.7576E-05,3.742E-07,0,1.8,-0.4,
0.864,2.9788E-05,-4.2572E-07,0,1.8,-0.4,
0.882,3.2052E-05,1.932E-08,0,1.8,-0.4,
0.9,3.438E-05,3.7068E-07,0,1.8,-0.4,
0.918,3.6738E-05,-4.4518E-07,0,1.8,-0.4,
0.936,3.9118E-05,1.556E-08,0,1.8,-0.4,
0.954,4.1598E-05,3.72E-07,0,1.8,-0.4,
0.972,4.408E-05,-4.2086E-07,0,1.8,-0.4,
0.99,4.6594E-05,1.488E-08,0,1.8,-0.4,
1.008,4.9138E-05,3.7276E-07,0,1.8,-0.4,
1.026,5.1714E-05,-4.007E-07,0,1.8,-0.4,
1.044,5.432E-05,9.2E-09,0,1.8,-0.4,
1.062,5.6942E-05,3.7042E-07,0,1.8,-0.4,
1.08,5.957E-05,-4.9966E-07,0,1.8,-0.4,
1.098,6.2234E-05,-2.404E-08,0,1.8,-0.4,
1.116,6.4912E-05,1.6726E-07,0,1.8,-0.4,
1.134,6.7592E-05,-4.4282E-07,0,1.8,-0.4,
1.152,7.0308E-05,5.4764E-07,0,1.8,-0.4,
1.17,7.3042E-05,-2.728E-08,0,1.8,-0.4,
1.188,7.5762E-05,-2.3704E-07,0,1.8,-0.4,
1.206,7.8516E-05,3.7762E-07,0,1.8,-0.4,
1.224,8.1206E-05,4.4482E-07,0,1.8,-0.4,
1.242,8.401E-05,-4.68E-08,0,1.8,-0.4,
1.26,8.6768E-05,-4.1474E-07,0,1.8,-0.4,
1.278,8.9554E-05,5.66E-09,0,1.8,-0.4,
1.296,9.2324E-05,3.674E-07,0,1.8,-0.4,
1.314,9.5112E-05,-4.7754E-07,0,1.8,-0.4,
1.332,9.777E-05,4.72E-09,0,1.8,-0.4,
1.35,0.000100574,3.5978E-07,0,1.8,-0.4,
1.368,0.000103362,-5.0208E-07,0,1.8,-0.4,
1.386,0.00010628,3.3754E-07,0,1.8,-0.4,
1.404,0.00010908,-2.68E-08,0,1.8,-0.4,
1.422,0.0001118,-2.561E-07,0,1.8,-0.4,
1.44,0.00011472,4.1812E-07,0,1.8,-0.4,
1.458,0.00011748,1.5534E-07,0,1.8,-0.4,
1.476,0.00012028,-1.5372E-07,0,1.8,-0.4,
1.494,0.00012308,3.6464E-07,0,1.8,-0.4,
1.512,0.00012588,-5.039E-07,0,1.8,-0.4,
1.53,0.00012862,-2.6E-09,0,1.8,-0.4,
1.548,0.00013142,2.342E-07,0,1.8,-0.4,
1.566,0.0001342,-4.2686E-07,0,1.8,-0.4,
1.584,0.000137,-4.5454E-07,0,1.8,-0.4,
1.602,0.0001398,3.018E-08,0,1.8,-0.4,
1.62,0.00014256,-4.62E-08,0,1.8,-0.4,
1.638,0.00014522,-2.978E-07,0,1.8,-0.4,
1.656,0.00014824,8.1E-09,0,1.8,-0.4,
1.674,0.00015098,3.4544E-07,0,1.8,-0.4,
1.692,0.0001538,-5.0828E-07,0,1.8,-0.4,
1.71,0.0001565,-1.5938E-07,0,1.8,-0.4,
1.728,0.00015936,9.464E-08,0,1.8,-0.4,
1.746,0.000162,-3.9674E-07,0,1.8,-0.4,
1.764,0.00016464,5.026E-07,0,1.8,-0.4,
1.782,0.00016744,-2.716E-08,0,1.8,-0.4,
1.8,0.00017028,-3.4446E-07,0,1.8,-0.4,
